station_id,station_name,n_observations,alpha_hier,alpha_np,shrinkage,obs_group,mae_hier,mae_np,mae_diff
141,"VASSAR, MI US",51,29.653378876756843,30.827221892321038,1.173843015564195,40-60,9.720055351994672,9.857610770848177,0.13755541885350553
142,"MANCHESTER, MI US",95,32.44865229987104,33.7662439970587,1.317591697187659,80-100,9.694395498920056,9.830224070067887,0.1358285711478313
143,"BERGLAND DAM, MI US",85,20.607762358037498,20.92449513348378,0.3167327754462832,80-100,9.345072451014365,9.37745512138209,0.03238267036772413
144,"BENTON HARBOR AIRPORT, MI US",31,34.45956963851611,36.88046489263846,2.4208952541223496,29-40,9.746419763018785,9.571222291492305,-0.1751974715264808
145,"IONIA 3 W, MI US",97,30.823394894384517,32.01346290600161,1.1900680116170896,80-100,9.353993550053112,9.497597016205736,0.14360346615262465
146,"SAULT STE MARIE, MI US",97,21.244206129395025,21.70393409281907,0.45972796342404365,80-100,9.11855189706373,9.140724015729834,0.022172118666103913
147,"PAULDING, MI US",89,23.800168067656287,24.376655312437347,0.5764872447810596,80-100,10.187016195863011,10.173502181395792,-0.013514014467219226
148,"MANISTEE 3 SE, MI US",83,29.467775678974313,30.577858132648302,1.1100824536739893,80-100,8.173081974029799,8.40727436339298,0.23419238936318187
149,"IRON MTN KINGSFORD WWTP, MI US",59,25.488873440821138,26.11545675857931,0.6265833177581719,40-60,9.768072874312614,9.793705910281476,0.025633035968862572
150,"MANISTIQUE WWTP, MI US",97,25.24430806201025,26.040371322269593,0.7960632602593414,80-100,7.410297775386837,7.49921426104336,0.08891648565652233
151,"OLD MISSION 3 SSW, MI US",54,29.253413600720663,30.358724455252734,1.1053108545320711,40-60,7.076010641695693,7.306451041980785,0.23044040028509194
152,"WATERSMEET MICHIGAN, MI US",92,24.213198344101237,24.88331842208,0.6701200779787619,80-100,9.362585453134303,9.449992419827183,0.08740696669288006
153,"FILION 5 NNW, MI US",97,28.6155509460334,29.65935561371965,1.0438046676862491,80-100,8.412752659004402,8.472319501552928,0.0595668425485254
154,"BEAVER ISLAND, MI US",37,28.4685285475655,29.501433944434563,1.0329053968690616,29-40,8.798840476934362,8.780874955211745,-0.01796552172261734
155,"TRAVERSE CITY 4.7ESE, MI US",97,28.08177358122785,29.047074229504382,0.9653006482765321,80-100,7.960157983288556,8.113832740661794,0.15367475737323755
156,"MIO MICHIGAN, MI US",89,27.426219665141197,28.34070115349228,0.9144814883510826,80-100,8.39127639268361,8.434243738145321,0.04296734546171166
