station_id,station_name,n_train,n_test,mae_np,mae_hier,improvement,train_group
94,"PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US",75,18,11.524957040452584,11.391432824632469,0.1335242158201151,70-90
95,"LEXINGTON WATER PLANT, MI US",68,16,9.41416816104762,9.306203631242369,0.10796452980525117,50-70
96,"CROSS VILLAGE 1 E, MI US",34,8,5.380326724056692,5.379630653187455,0.0006960708692371753,30-50
97,"FRANKFORT 2 NE, MI US",78,19,7.771982915049497,7.80167547422181,-0.029692559172312727,70-90
98,"RACO MICHIGAN, MI US",74,18,6.399413294207211,6.522840230663211,-0.12342693645600011,70-90
99,"THREE RIVERS, MI US",78,19,10.53407452236471,10.630190069625158,-0.0961155472604478,70-90
100,"BALDWIN MICHIGAN, MI US",64,16,6.460732499299679,6.463646869737447,-0.002914370437768099,50-70
101,"GWINN K I SAWYER AFB, MI US",70,17,7.598474227653975,7.450537096553167,0.1479371311008082,50-70
102,"CLARKSBURG, MI US",78,19,10.070754186383482,9.919013572641427,0.15174061374205472,70-90
103,"ALGONAC WWTP, MI US",76,18,9.521058137458581,9.544808643449471,-0.023750505990889792,70-90
104,"ANN ARBOR SE, MI US",77,19,10.706622069467528,10.683820023811533,0.022802045655994974,70-90
105,"ATLANTA, MI US",76,18,9.51193476897329,9.427437312392986,0.08449745658030494,70-90
106,"COLDWATER ST SCHOOL, MI US",78,19,7.7636469045414565,7.747398059859779,0.016248844681677532,70-90
107,"OSCODA WURTSMITH AIRPORT, MI US",67,16,8.722538278617915,8.688378324832499,0.03415995378541581,50-70
108,"GULL LAKE BIOLOGICAL STATION, MI US",24,5,7.771279854783009,7.8625718185624205,-0.09129196377941184,<30
109,"MOUNT CLEMENS ANG BASE, MI US",74,18,9.726967169855667,9.7240054547953,0.0029617150603673537,70-90
110,"HARRISVILLE STATE PARK, MI US",76,18,9.423957192189498,9.481337768334775,-0.05738057614527747,70-90
111,"ANN ARBOR U OF MICH, MI US",78,19,11.618569245481273,11.753446763281701,-0.13487751780042778,70-90
112,"HERMAN, MI US",77,19,11.348027629882695,11.386951155750236,-0.03892352586754022,70-90
113,"DETROIT CITY AIRPORT, MI US",78,19,7.884449118632169,7.808789633120929,0.07565948551124002,70-90
114,"NEWBERRY LUCE CO ROAD COMMISSION, MI US",77,19,9.125111078949075,9.267614809391366,-0.14250373044229114,70-90
